Date,Open,High,Low,Close,Adj Close,Volume,Return,RSI,Residuals
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.76942443847656,118071600,-0.0001741925259618471,0.0,0.014513177080271698
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.95879364013672,89738400,0.0046448828814329435,96.3847468157813,-0.007868226326462793
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.42512130737305,94640000,0.01138528813454509,98.92833915590882,-0.0018456413908294715
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.271263122558594,82271200,-0.0037141275621821457,80.29026260965425,-0.011685255895139083
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.26652145385742,86336000,-0.00011489032179823333,79.82677348194589,-0.007955218641108756
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.257057189941406,95839600,-0.00022934484377601372,78.91747702083505,-0.00781306306716046
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.491390228271484,74670800,0.005679829204764841,83.55542822353931,-0.003212752688420386
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.919857025146484,101672400,0.010326643540207403,88.27265645950122,0.00010282541999827657
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.706809997558594,118263600,-0.005082246045354788,77.25366782594702,-0.012196425174106313
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.39565658569336,137547200,0.01651640555043854,83.79441416221192,0.007556380081620299
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.433528900146484,124773600,0.0008933064729537143,84.04662734026327,-0.008137895394961597
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.24415969848633,129700400,-0.0044627257399632025,77.97836087795669,-0.011781418535650127
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.8985595703125,108434400,-0.008181015568554661,68.89961806751415,-0.01293762090089684
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.908023834228516,130756400,0.0002258851858649713,68.9984614970748,-0.004558614483501498
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.240474700927734,204420400,-0.015928909841736782,56.47347710799666,-0.01717876752907297
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.50429916381836,166116000,-0.017850801729321852,44.57010873181461,-0.01574144200903288
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.59898376464844,156572000,0.002337643232564801,39.16817298352771,0.0059714686357631285
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.75865173339844,202561600,-0.0206983513706005,33.19300732261023,-0.01537829062062749
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.5243034362793,184192800,-0.005894271734629308,31.581579320935873,-0.00011945424494298577
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.63319396972656,129915600,0.002755027261209575,33.18626924340859,0.00807698954629708
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.71604919433594,188923200,0.002090551285689024,31.02255054115264,0.00802313077593385
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.992759704589844,346375200,-0.04339025468806845,17.122538258275213,-0.033534990311394695
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.04353332519531,290954000,-0.024984401943295986,15.243541147075447,-0.014598870871906682
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.591651916503906,272975200,0.04179187168022214,24.86708904466927,0.04946156731755083
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.76551055908203,206434400,-0.021407255621223364,22.06801501218679,-0.012947640868733875
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.72632598876953,217562000,-0.027516762117825833,20.03086280348458,-0.018482248148141027
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.1755485534668,282690400,0.012231622755694005,24.633332308921595,0.019967286249435886
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.672935485839844,243278000,0.040278812032039424,35.019139897013744,0.04508352484530217
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.060340881347656,130196800,0.010017480975801796,39.63544921595176,0.013519437616770668
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.780517578125,162579600,0.018437542543855434,46.5538354348577,0.019987080114460536
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.11627960205078,204588800,0.033578296745447656,52.20269483565635,0.03353368497674816
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.983177185058594,160704400,-0.0032372193758880563,55.54831532763549,-0.004225989658445839
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,40.84532928466797,135722000,-0.0033635240081113515,56.038362456935346,-0.0044905891661427624
2018-02-21,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,40.659934997558594,149886400,-0.00453893481473211,54.660601077870275,-0.005277185658878233
2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,40.99981689453125,123967600,0.008359135276361451,55.694427335525376,0.007329131119083898
2018-02-23,43.41749954223633,43.912498474121094,43.3849983215332,43.875,41.712860107421875,135249600,0.017391375545039,68.1257978345738,0.01285314792854296
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.5376091003418,152648800,0.01977205568728624,77.09800663264173,0.012701805283053494
2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,42.39975357055664,155712400,-0.003240791682954436,71.81754642400836,-0.0088208576879035
2018-02-28,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,42.33557891845703,151128400,-0.0015135619124015953,78.68776538223183,-0.009032453835301713
2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.594017028808594,195208000,-0.017516280835010334,81.74209430220606,-0.025897126664765957
2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.88160705566406,153816000,0.006914216211823865,81.34892904425871,-0.00135567551344375
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,42.0265998840332,113605600,0.0034619690733554975,77.24988887945234,-0.003651143609122484
2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.99094009399414,95154000,-0.0008485052356712597,75.25598245781295,-0.007398922977602085
2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.60114669799805,126814000,-0.009282797554033495,66.63766291081973,-0.013401062637002283
2018-03-08,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,42.055118560791016,95096400,0.010912484362235464,60.22785359321974,0.008603114237295869
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.777671813964844,128740800,0.017181101323715753,67.32448871663198,0.012869008986983465
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.19123840332031,128828400,0.00966781434842967,71.50320992489195,0.004176456397059509
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.77529525756836,126774000,-0.00963026671909406,68.60364860703031,-0.014303347310172906
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.4116325378418,117473600,-0.008501699813801222,62.36456901626408,-0.011414066621477599
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,42.461551666259766,90975200,0.001177015017599814,57.41867298871995,-0.0003395838438139988
2018-03-16,44.662498474121094,44.779998779296875,44.404998779296875,44.505001068115234,42.31181716918945,157618800,-0.003526354812636079,47.41714710610511,-0.002220450094733671
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,41.66531753540039,133787200,-0.015279410742487065,42.47445988161018,-0.012578643625955321
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,41.651058197021484,78597600,-0.00034223520237885996,42.91343589144122,0.0022346496812292276
2018-03-21,43.7599983215332,43.772499084472656,42.814998626708984,42.817501068115234,40.70746612548828,148219600,-0.02265469624012295,41.19041120815139,-0.01959156121899442
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,40.132286071777344,165963200,-0.014129596077973483,33.55693724317463,-0.008912239006965982
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.20295333862305,164115200,-0.02315673548953001,26.86926576835579,-0.016052068732329693
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,41.06399917602539,150164800,0.04747208255784208,44.15478260367544,0.049698650341882006
2018-03-27,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,40.011070251464844,163690400,-0.025641168558548144,40.74696622389274,-0.02245289012730501
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,39.56897735595703,166674000,-0.011049264434300543,35.51252246833094,-0.0063837877825854775
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,39.87797927856445,153594000,0.007809196579120048,32.24698218058384,0.013396232526761045
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,39.616519927978516,150347200,-0.006556484438680621,27.698854779620874,0.0003140662465184012
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,40.02296447753906,121112000,0.010259471308924795,32.80900718273931,0.015687899700192177
2018-04-04,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,40.78828430175781,138422000,0.019122017426976168,40.34504116762221,0.0224237220417092
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,41.07112121582031,107732800,0.0069342684769486684,41.953274671689506,0.009782117862501464
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,40.02058029174805,140021200,-0.025578579132327306,37.99209434328911,-0.021612855755700655
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,40.417503356933594,116070800,0.009917973759800525,43.284792999089746,0.012390058958056156
2018-04-10,43.25,43.5,42.88249969482422,43.3125,41.17808151245117,113634400,0.018818039026329503,47.643899465341455,0.02005995257397703
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,40.98555374145508,89726400,-0.004675491521815567,51.49731445061773,-0.004521039799112043
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,41.38960266113281,91557200,0.009858325258371714,56.896902401542775,0.00848897386371189
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,41.529842376708984,100497200,0.003388283688644078,63.97364987207963,2.1822522941479516e-05
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,41.7889289855957,86313600,0.006238564705750571,55.39059060603722,0.005294305490452195
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.36410140991211,106421600,0.013763751268061064,68.83548111880681,0.009025245850613626
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.26903533935547,83018000,-0.0022440242420531664,72.88477107598555,-0.008125268830699764
2018-04-19,43.439998626708984,43.84749984741211,43.165000915527344,43.20000076293945,41.07112121582031,139235200,-0.02834022858382612,58.7884066929853,-0.030243376290723524
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.38835144042969,261964400,-0.040972092447830066,48.61033343354725,-0.04000291361750954
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.27425765991211,146062000,-0.0028966376186150278,45.27159497452329,-0.0009852424343503013
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,38.727596282958984,134768000,-0.013919075993411134,36.61623156376898,-0.009565074101543738
2018-04-25,40.654998779296875,41.35499954223633,40.602500915527344,40.912498474121094,38.89635467529297,113528400,0.004357574663321984,35.66286087918721,0.008980624718562594
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,39.03183364868164,111852000,0.003483076358174131,42.5873494699489,0.006151985209187867
